gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,pvalb_cor
RUNDC2A,1037842,A_24_P150665,58338,RUN domain containing 2A,84127,16,0.010208724415520301
RUNDC3A,1017971,A_24_P91094,10742,RUN domain containing 3A,10900,17,-0.17817378680023674
RUNDC3B,1020033,A_23_P111724,81195,RUN domain containing 3B,154661,7,0.2798282097002902
RUNX1,1025542,A_24_P96403,857,runt-related transcription factor 1,861,21,-0.08081740506008427
RUNX1T1,1024147,A_23_P216307,858,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",862,8,-0.2905605610030922
RUNX2,1058560,A_32_P161762,856,runt-related transcription factor 2,860,6,0.2816611959000036
RUSC1,1012519,A_24_P2948,23377,RUN and SH3 domain containing 1,23623,1,0.31279878513938175
RUSC1-AS1,1021814,A_24_P114183,94356,RUSC1 antisense RNA 1 (non-protein coding),284618,1,-0.2692884494765595
RUSC2,1017080,A_23_P216549,9709,RUN and SH3 domain containing 2,9853,9,0.2812989152322625
RUVBL1,1049524,A_32_P30693,8540,RuvB-like 1 (E. coli),8607,3,0.012850910232591023
RUVBL2,1046908,A_23_P39110,10698,RuvB-like 2 (E. coli),10856,19,0.11036997844761605
RWDD1,1029042,CUST_8519_PI416261804,30870,RWD domain containing 1,51389,6,0.2999828930653232
RWDD2A,1036376,A_23_P255076,76599,RWD domain containing 2A,112611,6,-0.01134730987048852
RWDD2B,1047869,A_23_P91487,9924,RWD domain containing 2B,10069,21,0.44310196968067644
RWDD3,1017025,A_23_P933,25699,RWD domain containing 3,25950,1,-0.218340961345824
RWDD4A,1033428,A_23_P394276,83668,RWD domain containing 4,201965,4,-0.09972165209099411
RXFP1,1021943,CUST_544_PI416408490,37774,relaxin/insulin-like family peptide receptor 1,59350,4,-0.07807300806728187
RXFP3,1043548,A_23_P363365,30770,relaxin/insulin-like family peptide receptor 3,51289,5,0.06866809455106987
RXRA,1051869,A_23_P423197,6223,"retinoid X receptor, alpha",6256,9,-0.065381704699495
RXRB,1051867,A_23_P59179,6224,"retinoid X receptor, beta",6257,6,0.17987063396830383
RXRG,1051865,A_23_P23292,6225,"retinoid X receptor, gamma",6258,1,-0.35689746375909087
RYBP,1045717,A_23_P305711,23184,RING1 and YY1 binding protein,23429,3,-0.1711439377793971
RYK,1051863,A_24_P229377,6226,receptor-like tyrosine kinase,6259,3,-0.06721766181070583
RYR1,1021238,A_23_P78867,6228,ryanodine receptor 1 (skeletal),6261,19,-0.5091662013780728
RYR2,1051861,A_23_P137797,6229,ryanodine receptor 2 (cardiac),6262,1,0.2670160727136828
RYR3,1051859,A_23_P94838,6230,ryanodine receptor 3,6263,15,-0.5308992439478679
S100A1,1051857,A_23_P383227,6238,S100 calcium binding protein A1,6271,1,-0.1589709001320661
S100A10,1051841,A_23_P137984,6248,S100 calcium binding protein A10,6281,1,-0.565748215864842
S100A11,1051839,A_23_P145863,6249,S100 calcium binding protein A11,6282,1,-0.1096031027072582
S100A12,1051837,A_23_P74001,6250,S100 calcium binding protein A12,6283,1,0.0063387995830443186
S100A13,1027974,A_23_P372874,6251,S100 calcium binding protein A13,6284,1,-0.32287108036738604
S100A14,1040699,CUST_1047_PI416261804,36676,S100 calcium binding protein A14,57402,1,-0.10355092907270996
S100A16,1034981,A_23_P147918,79949,S100 calcium binding protein A16,140576,1,-0.4680929750136817
S100A2,1051855,A_23_P201706,6240,S100 calcium binding protein A2,6273,1,-0.2106293606078043
S100A4,1023489,A_23_P94800,6242,S100 calcium binding protein A4,6275,1,-0.04359652937168985
S100A5,1051851,A_23_P115467,6243,S100 calcium binding protein A5,6276,1,-0.14274585283682048
S100A6,1051850,A_23_P201711,6244,S100 calcium binding protein A6,6277,1,-0.18727150641177123
S100A7,1051847,A_23_P103310,6245,S100 calcium binding protein A7,6278,1,-0.047034728674699273
S100A8,1051845,A_23_P434809,6246,S100 calcium binding protein A8,6279,1,0.014225255023443156
S100B,1051835,A_23_P143526,6252,S100 calcium binding protein B,6285,21,-0.17137454370911484
S100P,1051833,A_23_P58266,6253,S100 calcium binding protein P,6286,4,-0.04618566027681752
S100PBP,1039743,A_23_P338952,41340,S100P binding protein,64766,1,-0.2309577598801879
S100Z,1033694,A_24_P12136,81907,S100 calcium binding protein Z,170591,5,-0.37777696471475997
S1PR1,1057400,A_23_P404481,1888,sphingosine-1-phosphate receptor 1,1901,1,-0.37878564487847044
S1PR2,1048759,A_32_P827528,9161,sphingosine-1-phosphate receptor 2,9294,19,0.02836426899585376
S1PR3,1057399,A_23_P112820,1890,sphingosine-1-phosphate receptor 3,1903,9,0.005050260162088016
S1PR4,1049411,CUST_6934_PI416261804,8629,sphingosine-1-phosphate receptor 4,8698,19,-0.17038429218322546
S1PR5,1043056,A_23_P107744,32955,sphingosine-1-phosphate receptor 5,53637,19,0.06551382446307472
SAA1,1051832,CUST_14442_PI416261804,6255,serum amyloid A1,6288,11,-0.15303677613134095
SAA2,1051828,CUST_8504_PI416261804,6256,serum amyloid A2,6289,11,-0.13126559943648844
SAAL1,1036340,A_23_P321349,76644,serum amyloid A-like 1,113174,11,0.21350273138837503
SAC3D1,1044200,A_23_P348298,29635,SAC3 domain containing 1,29901,11,0.38290906940187386
SACM1L,1046185,A_23_P212383,22664,SAC1 suppressor of actin mutations 1-like (yeast),22908,3,0.20899662529852703
SACS,1044892,A_23_P128663,26026,spastic ataxia of Charlevoix-Saguenay (sacsin),26278,13,0.33813604362636107
SAE1,1011691,A_24_P194000,9910,SUMO1 activating enzyme subunit 1,10055,19,-0.029600316437412604
SAFB,1051823,A_32_P164649,6260,scaffold attachment factor B,6294,19,-0.1207897883179316
SAFB2,1048298,A_23_P27894,9523,scaffold attachment factor B2,9667,19,0.21922286650105124
SALL1,1018334,A_23_P328074,6265,sal-like 1 (Drosophila),6299,16,-0.22924287128577378
SALL2,1051817,A_23_P48585,6263,sal-like 2 (Drosophila),6297,14,0.030937756029151144
SALL3,1044600,A_23_P393670,26909,sal-like 3 (Drosophila),27164,18,-0.21884195765266012
SAMD1,1036885,A_23_P435941,59899,sterile alpha motif domain containing 1,90378,19,0.01096813777703513
SAMD10,1034942,A_23_P427616,80052,sterile alpha motif domain containing 10,140700,20,-0.0664894765291313
SAMD11,1034525,A_24_P402510,80707,sterile alpha motif domain containing 11,148398,1,-0.01358912047585165
SAMD12,1014792,A_32_P92355,125643,sterile alpha motif domain containing 12,401474,8,0.12190389597571462
SAMD13,1016701,A_32_P130788,80709,sterile alpha motif domain containing 13,148418,1,0.11374079665945645
SAMD14,1033471,A_24_P185186,83619,sterile alpha motif domain containing 14,201191,17,-0.2825663126067157
SAMD15,1025578,CUST_145_PI416261804,81505,sterile alpha motif domain containing 15,161394,14,-0.2606648595664204
SAMD4A,1017387,A_23_P335661,22789,sterile alpha motif domain containing 4A,23034,14,-0.2771757823810021
SAMD4B,1026362,A_24_P136758,34384,sterile alpha motif domain containing 4B,55095,19,-0.07748265182330209
SAMD5,1025517,A_24_P602871,123454,sterile alpha motif domain containing 5,389432,6,0.015684906225184012
SAMD8,1034857,CUST_2194_PI416261804,80276,sterile alpha motif domain containing 8,142891,10,-0.10455827233833709
SAMD9,1042664,A_23_P355244,34098,sterile alpha motif domain containing 9,54809,7,-0.42541325545856323
SAMD9L,1033333,A_23_P145874,85501,sterile alpha motif domain containing 9-like,219285,7,-0.38008488981873806
SAMHD1,1045184,CUST_6784_PI416261804,25688,SAM domain and HD domain 1,25939,20,0.13943328406004613
SAMM50,1045324,A_23_P29318,25562,sorting and assembly machinery component 50 homolog (S. cerevisiae),25813,22,0.10852448255998746
SAMSN1,1040020,CUST_9030_PI416261804,40725,"SAM domain, SH3 domain and nuclear localization signals 1",64092,21,-0.2718578884657494
SAP130,1039192,A_23_P154188,55398,"Sin3A-associated protein, 130kDa",79595,2,-0.212905950062929
SAP18,1047592,A_23_P128587,10138,"Sin3A-associated protein, 18kDa",10284,13,-0.08797644921396626
SAP30,1049268,A_23_P121602,8742,"Sin3A-associated protein, 30kDa",8819,4,0.08476238897687333
SAP30BP,1044279,A_24_P304987,28851,SAP30 binding protein,29115,17,-0.2757152055091166
SAP30L,1020710,A_23_P368101,55488,SAP30-like,79685,5,0.32563914983531833
SAPS1,1026921,A_23_P119448,22626,"protein phosphatase 6, regulatory subunit 1",22870,19,-0.23049302457499224
SAPS2,1048252,A_23_P95353,9557,"protein phosphatase 6, regulatory subunit 2",9701,22,0.23923910271404356
SAPS3,1042032,A_23_P202637,34580,"protein phosphatase 6, regulatory subunit 3",55291,11,0.07902921890195287
SAR1A,1020111,A_23_P127175,35960,SAR1 homolog A (S. cerevisiae),56681,10,-0.18051826639535387
SAR1B,1043724,A_23_P92842,30610,SAR1 homolog B (S. cerevisiae),51128,5,-0.0025933952389244333
SARDH,1011956,A_24_P35400,1745,sarcosine dehydrogenase,1757,9,-0.33429553782407867
SARM1,1046027,A_24_P267293,22853,sterile alpha and TIR motif containing 1,23098,17,0.04412960499422751
SARNP,1017735,A_23_P43946,58534,SAP domain containing ribonucleoprotein,84324,12,-0.3045157799159699
SARS,1051813,A_23_P126790,6267,seryl-tRNA synthetase,6301,1,0.2368127379115477
SART1,1048992,A_23_P86884,8969,squamous cell carcinoma antigen recognized by T cells,9092,11,0.11659926777427213
SART3,1048216,A_23_P87664,9589,squamous cell carcinoma antigen recognized by T cells 3,9733,12,-0.018155634321609184
SASH1,1045812,A_23_P93442,23083,SAM and SH3 domain containing 1,23328,6,-0.30921788960791163
SASH3,1042935,A_23_P33233,33731,SAM and SH3 domain containing 3,54440,X,0.01361447944027309
SASS6,1033892,CUST_4915_PI416261804,81613,spindle assembly 6 homolog (C. elegans),163786,1,0.11386404517417105
SAT1,1016766,A_23_P137016,6269,spermidine/spermine N1-acetyltransferase 1,6303,X,-0.15338776318224348
SAT2,1036385,A_23_P15402,76593,spermidine/spermine N1-acetyltransferase family member 2,112483,17,0.38710692353063075
SATB1,1019003,A_23_P259741,6270,SATB homeobox 1,6304,3,0.19925448819376043
SATB2,1045822,A_32_P174365,23069,SATB homeobox 2,23314,2,0.31011078297869044
SATL1,1024421,CUST_161_PI416379584,109881,spermidine/spermine N1-acetyl transferase-like 1,340562,X,-0.03506992172632235
SAV1,1040208,A_24_P287473,37945,salvador homolog 1 (Drosophila),60485,14,0.20274191896035576
SBDS,1043740,A_23_P70867,30601,Shwachman-Bodian-Diamond syndrome,51119,7,-0.13101288114056667
SBDSP1,1017624,A_32_P177024,81252,Shwachman-Bodian-Diamond syndrome pseudogene 1,155370,7,-0.07841492808824221
SBF1,1051808,A_23_P109606,6271,SET binding factor 1,6305,22,-0.19571668480476875
SBF1P1,1020376,CUST_3324_PI416261804,1003734,SET binding factor 1 pseudogene 1,100133234,8,-0.15087768875303117
SBF2,1038225,A_23_P419795,57526,SET binding factor 2,81846,11,-0.29787161595376416
SBK1,1029721,A_23_P66174,122887,SH3-binding domain kinase 1,388228,16,0.10339965167504278
SBK2,1017798,A_23_P142031,158834,"SH3-binding domain kinase family, member 2",646643,19,0.06880394521844374
SBNO1,1070247,A_24_P713729,34495,strawberry notch homolog 1 (Drosophila),55206,12,0.5437319969933146
SBNO2,1013893,CUST_13347_PI416261804,22660,strawberry notch homolog 2 (Drosophila),22904,19,0.07791468746474935
SBSN,1031627,CUST_1_PI416573500,119516,suprabasin,374897,19,0.17433214910016384
SC4MOL,1028274,A_23_P110184,6273,methylsterol monooxygenase 1,6307,4,-0.2537235227705479
SC5DL,1024164,A_23_P98446,6275,"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like",6309,11,-0.10665368816634171
SCAF1,1040309,A_32_P377577,37320,SR-related CTD-associated factor 1,58506,19,-0.15312938077781804
SCAF11,1048906,A_24_P393605,9045,SR-related CTD-associated factor 11,9169,12,0.16925131786569936
SCAI,1011101,A_32_P71113,94825,suppressor of cancer cell invasion,286205,9,0.38931613365056394
SCAMP1,1048483,A_24_P42527,9381,secretory carrier membrane protein 1,9522,5,0.2690221600893636
SCAMP2,1047872,CUST_1677_PI416261804,9921,secretory carrier membrane protein 2,10066,15,-0.02897934153693566
SCAMP3,1030148,A_23_P97274,9922,secretory carrier membrane protein 3,10067,1,0.2556061470085549
SCAMP4,1036339,A_24_P79153,76646,secretory carrier membrane protein 4,113178,19,-0.005344633946732379
SCAMP5,1033633,A_23_P152047,82990,secretory carrier membrane protein 5,192683,15,0.29554835102799015
SCAND1,1023833,A_23_P210977,30763,SCAN domain containing 1,51282,20,0.08513539384669137
SCAND2,1020064,A_23_P205875,33872,SCAN domain containing 2 pseudogene,54581,15,0.05721638957060713
SCAND3,1036228,A_24_P357778,77545,SCAN domain containing 3,114821,6,0.30743549834547385
SCAP,1046150,A_23_P252825,22692,SREBF chaperone,22937,3,0.022222011664125584
SCAPER,1012078,CUST_12560_PI416261804,29965,S-phase cyclin A-associated protein in the ER,49855,15,-0.38817650480533056
SCARA3,1043401,A_23_P215900,30916,"scavenger receptor class A, member 3",51435,8,0.016080217893277546
SCARA5,1032241,A_23_P372386,94799,"scavenger receptor class A, member 5 (putative)",286133,8,-0.05520162439966696
SCARB1,1015914,A_23_P203900,944,"scavenger receptor class B, member 1",949,12,0.035909429608607615
SCARB2,1058448,A_23_P386514,945,"scavenger receptor class B, member 2",950,4,-0.020196613100675127
SCARF1,1028860,A_23_P15414,8512,"scavenger receptor class F, member 1",8578,17,0.026659950905415678
SCARF2,1036760,A_24_P108738,60012,"scavenger receptor class F, member 2",91179,22,-0.07365303386693406
SCARNA17,1021955,A_32_P37592,166976,small Cajal body-specific RNA 17,677769,18,0.02877424822710561
SCCPDH,1043775,A_23_P62807,30579,saccharopine dehydrogenase (putative),51097,1,-0.1851926688462769
SCD,1051799,A_32_P231415,6284,stearoyl-CoA desaturase (delta-9-desaturase),6319,10,-0.14583630824545143
SCD5,1021929,A_24_P385134,55768,stearoyl-CoA desaturase 5,79966,4,-0.414811446752747
SCFD1,1026547,CUST_10487_PI416261804,23011,sec1 family domain containing 1,23256,14,0.024487453297448093
SCFD2,1034294,A_23_P92543,81072,sec1 family domain containing 2,152579,4,0.18221709767403
SCG2,1050076,CUST_13086_PI416261804,7811,secretogranin II,7857,2,-0.17622266469233208
SCG3,1044295,A_23_P54267,28842,secretogranin III,29106,15,-0.1464518222533507
SCG5,1016252,A_23_P62081,6411,secretogranin V (7B2 protein),6447,15,0.17390996729079103
SCGB1A1,1050473,CUST_16128_PI416261804,7313,"secretoglobin, family 1A, member 1 (uteroglobin)",7356,11,-0.015413948951154945
SCGB1C1,1034625,CUST_7396_PI416261804,80595,"secretoglobin, family 1C, member 1",147199,11,-0.08928118243309176
SCGB2A2,1054180,CUST_6931_PI416261804,4225,"secretoglobin, family 2A, member 2",4250,11,-0.08919381109056028
SCGB3A1,1036606,CUST_14774_PI416261804,60165,"secretoglobin, family 3A, member 1",92304,5,-0.07394284868155426
SCGB3A2,1035984,A_23_P145006,78452,"secretoglobin, family 3A, member 2",117156,5,-0.14880307843489138
SCGBL,1029922,A_32_P191860,94291,"secretoglobin, family 2B, member 2",284402,19,0.01756554086993301
SCGN,1047200,A_23_P251412,10443,"secretagogin, EF-hand calcium binding protein",10590,6,-0.5925883408587646
SCIN,1013022,CUST_6006_PI416261804,59625,scinderin,85477,7,-0.3335019891322768
SCLT1,1035258,A_24_P137563,79513,sodium channel and clathrin linker 1,132320,4,0.41760293058709064
SCLY,1043300,A_23_P345065,31020,selenocysteine lyase,51540,2,0.43696980337566166
SCMH1,1026310,A_23_P12477,22710,sex comb on midleg homolog 1 (Drosophila),22955,1,-0.18266937474499223
SCML1,1021906,A_24_P162319,6287,sex comb on midleg-like 1 (Drosophila),6322,X,-0.2066646342845562
SCN10A,1021084,A_23_P158555,6301,"sodium channel, voltage-gated, type X, alpha subunit",6336,3,0.17927373562425483
SCN1A,1022570,A_23_P28224,6288,"sodium channel, voltage-gated, type I, alpha subunit",6323,2,0.8466952860078003
SCN1B,1030154,A_23_P79015,6289,"sodium channel, voltage-gated, type I, beta subunit",6324,19,0.881425332889593
SCN2A,1022207,CUST_548_PI416408490,6291,"sodium channel, voltage-gated, type II, alpha subunit",6326,2,-0.22732014055955538
SCN2B,1023240,A_32_P187571,6292,"sodium channel, voltage-gated, type II, beta subunit",6327,11,0.521421209341438
SCN3A,1014835,A_23_P67896,6293,"sodium channel, voltage-gated, type III, alpha subunit",6328,2,-0.4473851883987924
SCN3B,1041568,CUST_551_PI416408490,35089,"sodium channel, voltage-gated, type III, beta subunit",55800,11,-0.6874540655925342
SCN4A,1022798,CUST_552_PI416408490,6294,"sodium channel, voltage-gated, type IV, alpha subunit",6329,17,-0.05499501557013769
SCN4B,1051794,A_23_P303833,6295,"sodium channel, voltage-gated, type IV, beta subunit",6330,11,0.6434507227245825
SCN5A,1012673,A_23_P21063,6296,"sodium channel, voltage-gated, type V, alpha subunit",6331,3,0.10737924601491203
SCN7A,1021659,A_23_P90944,6297,"sodium channel, voltage-gated, type VII, alpha subunit",6332,2,-0.3214928310445612
SCN8A,1021201,A_23_P76245,6299,"sodium channel, voltage gated, type VIII, alpha subunit",6334,12,0.42068517069861194
SCN9A,1051792,A_24_P3005,6300,"sodium channel, voltage-gated, type IX, alpha subunit",6335,2,-0.38624655923533185
SCNM1,1028001,A_23_P34968,54845,sodium channel modifier 1,79005,1,0.004918028940095308
SCNN1B,1051789,A_24_P306499,6303,"sodium channel, non-voltage-gated 1, beta subunit",6338,16,-0.02029184231176912
SCNN1D,1051785,A_23_P46412,6304,"sodium channel, non-voltage-gated 1, delta subunit",6339,1,0.10362402328318035
SCO1,1051781,A_23_P15466,6306,SCO cytochrome oxidase deficient homolog 1 (yeast),6341,17,-0.1880014023259077
SCO2,1047942,CUST_9138_PI416261804,9853,SCO cytochrome oxidase deficient homolog 2 (yeast),9997,22,-0.08555452960408018
SCOC,1012720,A_24_P46334,38052,short coiled-coil protein,60592,4,-0.2585037566231437
SCP2,1025506,CUST_13468_PI416261804,6307,sterol carrier protein 2,6342,1,0.6542863621993033
SCPEP1,1040260,A_23_P152548,37766,serine carboxypeptidase 1,59342,17,-0.4719131637742205
SCRG1,1046323,CUST_12446_PI416261804,11176,stimulator of chondrogenesis 1,11341,4,-0.21909329836690603
SCRIB,1045623,A_23_P159039,23268,scribbled homolog (Drosophila),23513,8,-0.10692056485566682
SCRN1,1016158,A_23_P366366,9661,secernin 1,9805,7,0.029238821871329364
SCRN2,1036856,A_23_P4323,59927,secernin 2,90507,17,0.28241134369148435
SCRN3,1039148,A_23_P17021,55437,secernin 3,79634,2,-0.05005767545969541
SCRT1,1025795,A_24_P367138,57726,"scratch homolog 1, zinc finger protein (Drosophila)",83482,8,0.8332498196540219
SCRT2,1037024,A_24_P117782,59652,"scratch homolog 2, zinc finger protein (Drosophila)",85508,20,-0.08098126783030819
SCT,1051777,CUST_11493_PI416261804,6308,secretin,6343,11,0.059786663364927155
SCTR,1051775,CUST_11514_PI416261804,6309,secretin receptor,6344,2,0.0124222249240074
SCUBE2,1040408,A_23_P105144,37030,"signal peptide, CUB domain, EGF-like 2",57758,11,-0.35379678513229873
SCXB,1011026,CUST_17_PI416987708,151913,scleraxis homolog B (mouse),642658,8,-0.11963818092260102
SCYL1,1018881,A_23_P75470,36684,SCY1-like 1 (S. cerevisiae),57410,11,0.14725194296218458
SCYL2,1041709,A_23_P204550,34970,SCY1-like 2 (S. cerevisiae),55681,12,8.994983923899473e-4
SCYL3,1025018,A_23_P11862,36423,SCY1-like 3 (S. cerevisiae),57147,1,-0.032549252764850364
SDAD1,1042235,A_24_P397247,34442,SDA1 domain containing 1,55153,4,0.024476283923002586
SDC1,1024116,A_23_P16944,6346,syndecan 1,6382,2,0.05615067591303556
SDC2,1051728,A_24_P380734,6347,syndecan 2,6383,8,-0.1946576106301101
SDC3,1028013,A_23_P74887,9528,syndecan 3,9672,1,-0.34675937104102744
SDC4,1051725,A_23_P109034,6349,syndecan 4,6385,20,-0.30563348819568814
SDCBP,1027289,A_23_P157580,6350,syndecan binding protein (syntenin),6386,8,0.0828825016232998
SDCBP2,1023216,CUST_5456_PI416261804,26856,syndecan binding protein (syntenin) 2,27111,20,-0.25358383809031887
SDCCAG1,1048925,A_24_P6808,9024,nuclear export mediator factor,9147,14,0.13772826828928303
SDCCAG10,1047594,A_23_P92629,10137,CWC27 spliceosome-associated protein homolog (S. cerevisiae),10283,5,0.02149795055733225
SDCCAG3,1022964,A_23_P258272,10649,serologically defined colon cancer antigen 3,10807,9,0.18585568727591473
SDCCAG3P2,1010442,CUST_2550_PI416261804,170490,serologically defined colon cancer antigen 3 pseudogene 2,646891,1,0.04077359281902813
